"Entity","Domain","Column_Count","Relationship_Count","Parent_Entity","Subtype_Count","Description"
"CHANNEL_CHANNEL_CLASS_XREF","Channel Management","5","3","","0","This entity relates a CHANNEL CLASS VALUE with a CHANNEL INSTANCE. A CHANNEL INSTANCE can be classified many ways.  This entity contains the various descriptive classifications for channels.  The business rule says that for a given classification scheme a channel has only one value at one point-in-t"
"CHANNEL_CLASS_SCHEME_TYPE","Channel Management","5","4","","0","This minor entity describes the schemes for classifying channels. Examples of schemes include proximity to business and daytime usage (e.g., high, medium, and low)."
"CHANNEL_CLASS_VALUE","Channel Management","10","6","","0","For a given classification scheme these value codes represent the various values for a given classification scheme. For example, if the classification scheme is daytime usage then the possible values could be high, medium, or low.  The hierarchical structure allows you to create a relationship betwe"
"CHANNEL_COST","Channel Management","6","3","","0","This entity tracks allocated costs related to channels that cannot otherwise be derived from events and accounts."
"CHANNEL_DEMOGRAPHIC","Party Management","7","3","","0","This entity relates demographic values to the financial institution channels. It keeps a history of demographic changes to the channels. A channel can have many demographics that describe it such as channel functions (full function, and cash only), channel features, or location (in store, on/off pre"
"CHANNEL_EVENT","Channel Management","6","2","","1","This entity tracks the servicing and downtime for each channel that is susceptible to downtime."
"CHANNEL_EVENT_REASON_TYPE","Channel Management","2","1","","0","This minor entity defines the reason for the downtime of the financial institution equipment."
"CHANNEL_FEATURE","Product Management","7","2","","0","This entity associates the channel with features that are specific to the channel. For example, payment orders via a branch assess a fee of $3.50, whereas via internet banking it is $0.75."
"CHANNEL_INSTANCE","Channel Management","7","33","","15","This entity brings together all the specific touch points in the enterprise. It identifies all the specific channels that customers and other parties use to interact with the enterprise. One instance exists for each specific channel. For example, each ATM has its own ID; each point-of-sale terminal "
"CHANNEL_INSTANCE_LOCATOR","Party Management","5","3","","0","This entity relates a channel instance to a locator, which can include addresses, geospatial points, geospatial areas, and geographic areas."
"CHANNEL_INSTANCE_LOCATOR_REASON","Party Management","2","1","","0","The code for the roles an address has with a channel instance.  Examples: - Used for parcel delivery - Mail address"
"CHANNEL_INSTANCE_RELATED","Channel Management","5","1","","0","This entity relates one channel instance to another channel instance and describes the relationship between the two channel instances. This structure allows for both a hierarchical relationship and a network relationship between channel instances."
"CHANNEL_INSTANCE_RELATED_REASON","Channel Management","2","1","","0","A code for the role that one channel instance has with another channel instance such as ""replaces,"" ""is part of,"" or ""contains."""
"CHANNEL_INSTANCE_SITE_XREF","Channel Management","4","2","","0","This entity tracks the site of a channel instance over time.  Channels such as specific ATMs can move from site to site over time."
"CHANNEL_INSTANCE_STATUS","Channel Management","3","2","","0","This entity tracks the change to the status of a channel instance over time.  Status examples could be active, in development, on hold, no new campaigns, or closed for deletion."
"CHANNEL_INSTANCE_SUBTYPE","Channel Management","2","2","","0","A code for the subtype instance such as kiosk, electronic channel, call center terminal, party, radio station, print, television, and location."
"CHANNEL_NETWORK","Channel Management","2","2","","0","This associative entity describes those networks to which a channel has access. ATMs and point-of-sale devices have access to third-party networks for communication between the device and the financial institution."
"CHANNEL_OPERATING_HOURS","Channel Management","4","3","","0","This entity describes the operating hours for a channel. This structure allows for a channel to operate at different hours for different days. It also allows for the channel to have more than one-time range for a given day. For example, the branch is operating Monday from 8 am – 12 pm and then from "
"CHANNEL_PROCESSING_TYPE","Channel Management","2","1","","0","This minor entity identifies the type of processing for a channel type for customer communications. It is specifically defined for the Teradata Relationship Management.  Examples: - 1 = use party channel link - 2 = allocate all parties to channel instance # 1"
"CHANNEL_PROFIT","Channel Management","6","3","","0","This derived entity contains the profit for a channel and is derivable from channel costs (CHANNEL COST) and event revenues. Technically, it does not belong in the model but is here for those banks that cannot yet derive profit from the model."
"CHANNEL_REPLENISHMENT","Channel Management","3","2","CHANNEL_EVENT","0","This entity identifies the quantity that was replenished when the channel ran out of its delivery product. Delivery products include anything returned to the customer such as cash, stamps, or tickets."
"CHANNEL_RISK_GRADE","Risk Management","6","3","","0","This entity contains risk grades for channel instances. This may be used when determining the sensitivity of customers to certain risks when using a specific channel."
"CHANNEL_STATUS_TYPE","Channel Management","2","2","","0","This minor entity identifies the status of the channel for purposes of using it for customer communications. Examples would be active, in development, on hold, no new campaigns, or closed for deletion."
"CHANNEL_TYPE","Channel Management","8","26","","13","This entity defines the major classifications of channels; consider, for example, call center, web site, and brick and mortar.  For financial services, examples include direct physical mail, kiosk, electronic mail, ATM, over-the-counter (face-to-face), statement insert mail, party type (such as fina"
"CHANNEL_TYPE_CAPACITY","Channel Management","6","3","","0","This associative entity identifies the volume of transaction per unit of time and, by channel type."
"CHANNEL_TYPE_GROUP","Channel Management","2","1","","0","This entity is a grouping of channel types into higher levels. For example, a kiosk could be grouped into a self-service classification. A billboard could be grouped into a marketing classification."
"CHANNEL_TYPE_GROUP_XREF","Channel Management","4","2","","0","This entity is the association of a channel type with a grouping of channel types. It allows for a channel type to belong to more than one group."
"CHANNEL_TYPE_RISK_GRADE","Risk Management","6","2","","0","This entity contains risk grades for types of channels. This may be used when determining the sensitivity of customers to certain risks via certain types of channels. Kiosks or ATMs may be viewed more risky than over-the-counter for certain types of transactions."
"CHANNEL_TYPE_SITE","Channel Management","4","2","","0","This entity identifies the channel types related to a SITE. A SITE can have one type of channel that represents its main or major type of channel. This entity then identifies all other types of channels related to a SITE."
"CHANNEL_TYPE_STATUS","Channel Management","3","2","","0","This is the status of the channel for purposes of using it for customer communications. Examples would be, active, in development, on hold, no new campaigns, or closed for deletion."
