Data_Requirement,FSDM_Subject_Area,Capabilities_Using,Capability_Count
"Documents - Structured Data Capture (Survey, Application Forms)",Cross Subject - Document,"Customer, Product & Channel  insight; Big Data Analytics; Customer Managed Relationships; Marketing Asset Evaluation; NPS MI & Drill Down; Attrition Root Cause Analysis MI; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Tax Management & Optimisation; Third Party Settlement Controls; Fixed Assets Management; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",43
Document Image,Cross Subject - Document,Conduct  Risk Monitoring; Big Data Analytics; Marketing Asset Evaluation; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Regulatory Reporting and Information Sharing; Tax Management & Optimisation; Third Party Settlement Controls; Fixed Assets Management; Regulatory & Compliance Reporting,18
Text Data,Cross Subject - Document,"Event Detection; Customer, Product & Channel  insight; Conduct  Risk Monitoring; Big Data Analytics; NPS MI & Drill Down; Complaints Root Cause Analysis MI; Attrition Root Cause Analysis MI; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Regulatory & Compliance Reporting; Operational Dashboard & Decisioning",37
External Data - News / Industry Feeds E.g. Reuters,Cross Subject - Document,Event Detection; Insight Led Customer Strategy; Big Data Analytics; Campaign Business Cases; Strategy Monitoring; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Market & Liquidity Risk Likelihood Modelling; Market & Liquidity Risk Strategy Modelling; Market & Liquidity Value at Risk (M-VaR) Modelling; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Strategy (Rules) Performance MI; Operational Dashboard & Decisioning,33
Master & Reference Data - Risk Policy Rules,Cross Subject - Document,"Customer, Product & Channel  insight; Conduct  Risk Monitoring; Insight Led Customer Strategy; Big Data Analytics; Regulatory & Audit Compliance; Strategy Monitoring; Application and New Business Written; Single Customer View from a Risk Perspective; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Roll and Rehabilitation Rates; Capital Management (Planning and Allocation); Capital Consumption; Risk Appetite; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Capital, CVaR Modelling; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Market & Liquidity Risk Likelihood Modelling; Market & Liquidity Risk Strategy Modelling; Market & Liquidity Value at Risk (M-VaR) Modelling; Business Rules Directory; Regulatory Threshold Calculation; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; Risk Weighted Assets and Regulatory Capital; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Regulatory & Compliance Reporting",49
Customer Research - Primary & Secondary,Cross Subject - Survey,"Customer, Product & Channel  insight; Insight Led Customer Strategy; Big Data Analytics; Customer Managed Relationships; Campaign Business Cases; Rapid Prototyping supports Test & Learn; NPS MI & Drill Down; Strategy Monitoring; Attrition Root Cause Analysis MI; Business Rules Directory; Activity Based Costing; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Business Process Analytics & Optimisation; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",19
Rich Media from all sources,Cross Subject - Multi-media object,"Event Detection; Customer, Product & Channel  insight; Big Data Analytics; Creation & Management of Offers and Content; Marketing Asset Evaluation; Business Rules Directory; Regulatory Reporting and Information Sharing; Regulatory & Compliance Reporting",8
Voice Recording,Cross Subject - Multi-media object,"Event Detection; Customer, Product & Channel  insight; Conduct  Risk Monitoring; Big Data Analytics; NPS MI & Drill Down; Complaints Root Cause Analysis MI; Attrition Root Cause Analysis MI; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection",17
External Data - Fraud Watch Lists,Cross Subject - Watch List,"Customer, Product & Channel  insight; Conduct  Risk Monitoring; Big Data Analytics; Regulatory & Audit Compliance; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Regulatory & Compliance Reporting; Operational Dashboard & Decisioning",25
Compliance Approvals,Cross Subject,"Conduct  Risk Monitoring; Big Data Analytics; Campaign Business Cases; Regulatory & Audit Compliance; Marketing Asset Evaluation; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Pre-Default Transaction Analytics; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Regulatory Reporting and Information Sharing; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",24
Business Process Definition,Not Covered,"Big Data Analytics; Regulatory & Audit Compliance; Marketing Asset Evaluation; NPS MI & Drill Down; Complaints Root Cause Analysis MI; Attrition Root Cause Analysis MI; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Pre-Default Transaction Analytics; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Activity Based Costing; Profitability Analytics and Optimisation; Performance Management and KPIs; Business Process Analytics & Optimisation; Operational Dashboard & Decisioning",24
External Data - External Loss Data,Not Covered,Conduct  Risk Monitoring; Big Data Analytics; Regulatory & Audit Compliance; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Regulatory Reporting and Information Sharing; Regulatory & Compliance Reporting,16
"System Log Files (E.g. Firewall, Webserver)",Not Covered,Conduct  Risk Monitoring; Big Data Analytics; Regulatory & Audit Compliance; NPS MI & Drill Down; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Regulatory Reporting and Information Sharing; Business Process Analytics & Optimisation; Regulatory & Compliance Reporting; Operational Dashboard & Decisioning,14
